,date,disaster,province,total_cost,claims,postal_codes,duration,losses_day
1911,2023-07-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,480.0,1,[42107],1,480.0
1912,2023-09-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,181.0,1,[42165],1,181.0
1915,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,71466.0,23,"[42190, 42001, 42130, 42002, 42004, 42005]",3,23822.0
1916,2023-09-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,1265.0,1,[42114],1,1265.0
1917,2023-10-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,536.0,1,[42151],1,536.0
1925,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,48662.0,53,"[42112, 42001, 42002, 42003, 42004, 42005, 42132, 42150, 42153, 42156, 42157, 42158, 42300, 42181, 42190, 42193, 42195, 42341, 42342, 42100, 42108, 42110]",8,6082.75
1927,2023-09-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,13941.0,2,[42108],2,6970.5
1928,2023-10-17,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,1471.0,2,"[42100, 42100]",1,1471.0
1929,2023-10-19,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,363.0,1,[42107],1,363.0
1930,2023-10-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,189.0,1,[42107],1,189.0
1935,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,81900.0,106,"[42112, 42368, 42113, 42001, 42002, 42004, 42005, 42392, 42141, 42145, 42366, 42146, 42150, 42153, 42156, 42157, 42158, 42291, 42294, 42300, 42174, 42313, 42315, 42317, 42190, 42320, 42193, 42200, 42330, 42211, 42345, 42100, 42360, 42107, 42110]",5,16380.0
1936,2023-01-20,CAUSAS NATURALES/EMBATE DE MAR,Tarragona,744.0,1,[43892],1,744.0
1937,2023-02-07,CAUSAS NATURALES/EMBATE DE MAR,Tarragona,4407.0,1,[43860],1,4407.0
1938,2023-10-16,CAUSAS NATURALES/EMBATE DE MAR,Tarragona,458.0,2,"[43882, 43820]",1,458.0
1940,2023-10-20,CAUSAS NATURALES/EMBATE DE MAR,Tarragona,267280.0,7,"[43840, 43882, 43883, 43892]",2,133640.0
1941,2023-02-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,6833.0,1,[43460],1,6833.0
1942,2023-02-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,2135.0,1,[43850],1,2135.0
1943,2023-02-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,2781.0,2,"[43850, 43840]",1,2781.0
1944,2023-05-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,15932.0,5,"[43860, 43300, 43850, 43897, 43850]",1,15932.0
1945,2023-05-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,1400.0,1,[43771],1,1400.0
1947,2023-05-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,15490.0,2,[43860],2,7745.0
1948,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,510.0,1,[43894],1,510.0
1949,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,10107.0,4,"[43001, 43813, 43880, 43880]",1,10107.0
1950,2023-06-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,300.0,1,[43481],1,300.0
1951,2023-06-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,200.0,1,[43440],1,200.0
1952,2023-07-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,2642.0,1,[43787],1,2642.0
1953,2023-07-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,7616.0,3,"[43850, 43850, 43850]",1,7616.0
1955,2023-08-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,60668.0,2,"[43540, 43878]",2,30334.0
1956,2023-08-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,9066.0,1,[43850],1,9066.0
1958,2023-08-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,9916.0,6,"[43840, 43878, 43560, 43530, 43550]",2,4958.0
1965,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,4274048.0,783,"[43520, 43529, 43530, 43540, 43549, 43550, 43558, 43559, 43560, 43569, 43570, 43897, 43580, 43590, 43591, 43860, 43736, 43870, 43746, 43878, 43500, 43890, 43891, 43892, 43894, 43896, 43001, 43514, 43515, 43516, 43517, 43519]",7,610578.2857142857
1969,2023-09-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,23059.0,8,"[43811, 43530, 43596, 43569, 43570, 43860, 43893]",4,5764.75
1976,2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,915965.0,221,"[43008, 43530, 43151, 43412, 43820, 43570, 43830, 43515, 43580, 43839, 43840, 43850, 43519, 43470, 43860, 43480, 43870, 43877, 43882, 43883, 43890, 43891, 43892, 43893, 43894, 43895, 43896, 43003, 43004, 43007]",7,130852.14285714286
1977,2023-09-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,1100.0,1,[43700],1,1100.0
1978,2023-10-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,6609.0,2,"[43882, 43569]",1,6609.0
1979,2023-10-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,1693.0,1,[43882],1,1693.0
1985,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,740091.0,279,"[43840, 43206, 43400, 43881, 43882, 43850, 43820, 43880, 43700, 43892, 43830]",6,123348.5
1986,2023-10-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,1689.0,2,"[43840, 43820]",1,1689.0
1987,2023-10-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,82.0,1,[43820],1,82.0
1995,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Tarragona,175128.0,248,"[43520, 43527, 43529, 43530, 43540, 43549, 43550, 43558, 43559, 43560, 43512, 43895, 43569, 43570, 43580, 43590, 43591, 43592, 43850, 43595, 43860, 43870, 43877, 43879, 43500, 43894, 43511, 43896, 43897, 43514, 43510, 43516, 43519]",8,21891.0
1996,2023-09-02,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Tarragona,690.0,1,[43894],1,690.0
2000,2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Tarragona,68242.0,78,"[43520, 43590, 43527, 43529, 43500, 43510, 43511, 43897, 43519]",4,17060.5
2002,2023-05-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,650.0,3,[44600],2,325.0
2005,2023-06-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,123601.0,65,"[44192, 44001, 44002, 44003, 44600, 44190]",3,41200.333333333336
2007,2023-06-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,4986.0,3,"[44370, 44003, 44002]",2,2493.0
2008,2023-06-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,4557.0,1,[44003],1,4557.0
2011,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,3028270.0,18,"[44001, 44002, 44003, 44397, 44431, 44791]",3,1009423.3333333334
2012,2023-06-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,3457.0,1,[44431],1,3457.0
2014,2023-06-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,14162.0,4,"[44001, 44002]",2,7081.0
2015,2023-06-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,5078.0,1,[44112],1,5078.0
2016,2023-07-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,3189.0,2,"[44002, 44002]",1,3189.0
2018,2023-07-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,80466.0,60,"[44600, 44593, 44530]",2,40233.0
2019,2023-07-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,302.0,1,[44600],1,302.0
2026,2023-01-21,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Teruel,35162.0,42,"[44548, 44580, 44550, 44586, 44593, 44500, 44564, 44600, 44570, 44540, 44509]",7,5023.142857142857
2027,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Teruel,841.0,2,"[44500, 44500]",1,841.0
2028,2023-07-06,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Teruel,1394655.0,58,"[44001, 44540, 44600, 44600, 44600, 44600, 44600, 44600, 44540, 44500, 44600, 44600, 44600, 44530, 44530, 44600, 44600, 44600, 44540, 44600, 44500, 44600, 44600, 44600, 44500, 44600, 44600, 44600, 44600, 44530, 44600, 44600, 44600, 44600, 44600, 44530, 44600, 44600, 44550, 44600, 44600, 44600, 44530, 44600, 44540, 44600, 44600, 44661, 44600, 44600, 44600, 44600, 44600, 44600, 44600, 44500, 44600, 44600]",1,1394655.0
2033,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Teruel,74801.0,60,"[44480, 44707, 44548, 44550, 44520, 44556, 44140, 44591, 44530, 44500, 44564, 44566, 44630, 44600, 44570, 44477, 44510]",5,14960.2
2034,2023-01-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,6937.0,1,[45220],1,6937.0
2035,2023-02-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,373.0,1,[45220],1,373.0
2036,2023-03-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,7791.0,1,[45003],1,7791.0
2037,2023-05-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,144.0,1,[45224],1,144.0
2046,2023-06-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,193819.0,70,"[45830, 45840, 45593, 45850, 45210, 45214, 45215, 45216, 45217, 45860, 45221, 45223, 45100, 45250, 45638, 45004, 45646, 45520, 45525, 45909, 45790, 45280, 45542, 45161, 45164, 45680, 45950]",9,21535.444444444445
2048,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,250966.0,59,"[45730, 45700, 45223, 45224, 45100, 45710, 45518, 45593]",2,125483.0
2050,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,5974.0,2,"[45680, 45600]",2,2987.0
2054,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,70836.0,34,"[45860, 45223, 45224, 45003, 45100, 45850, 45340]",4,17709.0
2055,2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,278202.0,71,"[45340, 45700, 45720, 45160, 45340, 45518, 45340, 45222, 45340, 45161, 45340, 45340, 45340, 45700, 45122, 45700, 45700, 45340, 45007, 45007, 45340, 45340, 45730, 45161, 45222, 45700, 45160, 45340, 45340, 45700, 45340, 45340, 45340, 45730, 45730, 45222, 45161, 45161, 45730, 45007, 45007, 45007, 45800, 45730, 45340, 45340, 45340, 45720, 45340, 45340, 45700, 45700, 45340, 45007, 45340, 45300, 45340, 45780, 45700, 45360, 45730, 45340, 45518, 45518, 45730, 45700, 45720, 45340, 45800, 45340, 45340]",1,278202.0
2056,2023-06-24,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,1712.0,1,[45340],1,1712.0
2057,2023-06-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,562.0,1,[45340],1,562.0
2058,2023-08-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,4663.0,1,[45960],1,4663.0
2059,2023-08-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,879.0,1,[45800],1,879.0
2074,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,108809138.0,10912,"[45568, 45590, 45591, 45592, 45593, 45594, 45600, 45100, 45612, 45621, 45110, 45111, 45112, 45114, 45120, 45122, 45123, 45124, 45125, 45126, 45127, 45128, 45638, 45660, 45662, 45150, 45670, 45159, 45160, 45161, 45162, 45163, 45001, 45164, 45680, 45685, 45003, 45686, 45690, 45180, 45181, 45182, 45183, 45694, 45692, 45700, 45190, 45191, 45710, 45200, 45517, 45210, 45211, 45212, 45213, 45214, 45215, 45216, 45217, 45220, 45221, 45222, 45223, 45224, 45740, 45230, 45523, 45749, 45240, 45760, 45250, 45770, 45260, 45780, 45270, 45280, 45800, 45290, 45291, 45810, 45300, 45310, 45311, 45830, 45840, 45850, 45340, 45860, 45870, 45880, 45370, 45900, 45908, 45909, 45910, 45400, 45919, 45920, 45410, 45930, 45420, 45940, 45430, 45950, 45440, 45960, 45450, 45470, 45480, 45500, 45510, 45511, 45512, 45513, 45514, 45002, 45004, 45005, 45518, 45519, 45520, 45007, 45521, 45006, 45008, 45516, 45522, 45525, 45526, 45529, 45530, 45531, 45524, 45533, 45540, 45542, 45543, 45544]",15,7253942.533333333
2076,2023-09-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,13037.0,7,"[45280, 45291, 45005, 45200, 45940, 45210, 45950]",2,6518.5
2077,2023-09-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,2037.0,1,[45529],1,2037.0
2078,2023-10-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,4272.0,1,[45220],1,4272.0
2079,2023-10-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,9508.0,5,"[45513, 45950, 45510, 45930, 45529]",1,9508.0
2081,2023-10-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,5683.0,2,"[45200, 45215]",2,2841.5
2086,2023-10-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,388980.0,147,"[45569, 45200, 45210, 45211, 45215, 45600, 45217, 45220, 45613, 45112, 45638, 45003, 45004, 45910, 45270, 45530, 45920, 45280, 45543, 45800, 45161, 45290, 45291, 45950, 45183]",5,77796.0
2087,2023-10-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,6259.0,1,[45211],1,6259.0
2089,2023-11-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,2835.0,2,"[45880, 45220]",2,1417.5
2092,2023-12-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,94772.0,40,"[45600, 45920, 45217, 45220, 45638, 45543, 45513, 45610, 45580, 45646, 45200, 45621, 45910, 45560, 45594, 45180, 45182, 45215]",3,31590.666666666668
2093,2023-12-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,673.0,1,[45600],1,673.0
2095,2023-09-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Toledo,33640.0,38,"[45100, 45215]",2,16820.0
2096,2023-10-19,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Toledo,2333.0,2,"[45580, 45560]",1,2333.0
2100,2023-05-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,231131.0,59,"[46880, 46850, 46469, 46470, 46600, 46313, 46890, 46220, 46893, 46960, 46640, 46800, 46900, 46869, 46230, 46870, 46170, 46300]",4,57782.75
2102,2023-05-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,4964.0,2,"[46837, 46310]",2,2482.0
2105,2023-06-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,28215.0,11,"[46880, 46419, 46640, 46160]",3,9405.0
2107,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,203936.0,73,"[46530, 46980, 46117, 46182, 46183, 46184, 46185, 46315, 46190, 46800, 46143]",2,101968.0
2108,2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,1958.0,2,"[46800, 46668]",1,1958.0
2109,2023-07-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,88027.0,22,"[46117, 46117, 46111, 46110, 46160, 46182, 46190, 46980, 46100, 46117, 46183, 46117, 46190, 46184, 46183, 46117, 46117, 46182, 46015, 46117, 46111, 46184]",1,88027.0
2111,2023-08-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,105209.0,41,"[46112, 46113, 46400, 46980, 46116, 46117, 46183, 46184, 46185, 46119, 46470, 46988, 46730, 46220, 46760]",2,52604.5
2122,2023-09-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,2439287.0,751,"[46210, 46980, 46469, 46470, 46727, 46600, 46988, 46220, 46989, 46100, 46230, 46110, 46111, 46112, 46113, 46240, 46370, 46116, 46117, 46118, 46250, 46001, 46003, 46900, 46901, 46389, 46007, 46008, 46009, 46650, 46909, 46910, 46015, 46014, 46017, 46530, 46018, 46019, 46920, 46025, 46026, 46408, 46160, 46290, 46930, 46420, 46035, 46680, 46169, 46940, 46430, 46688, 46689, 46182, 46950, 46184, 46185, 46440, 46183, 46960, 46192, 46450, 46197, 46200, 46970, 46460]",11,221753.36363636365
2130,2023-09-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,2910921.0,958,"[46600, 46612, 46100, 46614, 46110, 46111, 46112, 46113, 46116, 46117, 46119, 46120, 46135, 46136, 46650, 46140, 46160, 46167, 46680, 46169, 46171, 46687, 46688, 46689, 46690, 46180, 46181, 46182, 46183, 46184, 46185, 46200, 46725, 46728, 46730, 46740, 46230, 46760, 46770, 46780, 46270, 46800, 46290, 46810, 46300, 46814, 46820, 46314, 46357, 46370, 46900, 46901, 46910, 46400, 46410, 46930, 46940, 46430, 46960, 46970, 46460, 46980, 46469, 46470, 46988, 46989, 46512, 46007, 46008, 46012, 46013, 46014, 46015, 46529, 46530, 46019, 46022, 46540, 46035]",8,363865.125
2140,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Valencia,1016399.0,881,"[46850, 46470, 46600, 46730, 46360, 46620, 46622, 46367, 46368, 46369, 46370, 46630, 46635, 46380, 46894, 46388, 46392, 46650, 46659, 46668, 46670, 46800, 46164, 46165, 46166, 46810, 46811, 46813, 46814, 46815, 46816, 46818, 46819, 46184, 46825, 46824, 46827, 46191, 46839]",10,101639.9
2141,2023-08-26,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Valencia,661730.0,302,"[46183, 46183, 46183, 46184, 46184, 46980, 46183, 46184, 46185, 46184, 46900, 46980, 46960, 46370, 46190, 46183, 46940, 46940, 46980, 46980, 46190, 46184, 46183, 46183, 46183, 46980, 46183, 46183, 46184, 46183, 46190, 46184, 46184, 46183, 46184, 46980, 46183, 46980, 46184, 46980, 46185, 46980, 46988, 46980, 46184, 46980, 46980, 46980, 46930, 46183, 46184, 46183, 46183, 46980, 46980, 46183, 46184, 46183, 46980, 46183, 46183, 46183, 46900, 46980, 46980, 46183, 46183, 46980, 46190, 46185, 46900, 46980, 46184, 46190, 46980, 46183, 46183, 46183, 46183, 46185, 46980, 46900, 46183, 46184, 46183, 46184, 46980, 46184, 46183, 46183, 46184, 46185, 46184, 46183, 46184, 46184, 46980, 46980, 46182, 46980, 46185, 46183, 46183, 46183, 46183, 46183, 46184, 46184, 46980, 46184, 46980, 46980, 46183, 46190, 46184, 46183, 46980, 46183, 46184, 46980, 46183, 46980, 46183, 46183, 46370, 46184, 46184, 46183, 46183, 46190, 46183, 46184, 46183, 46960, 46184, 46900, 46185, 46184, 46184, 46388, 46184, 46185, 46185, 46184, 46370, 46183, 46183, 46184, 46183, 46190, 46190, 46980, 46184, 46190, 46980, 46183, 46184, 46185, 46182, 46183, 46184, 46183, 46183, 46184, 46184, 46183, 46900, 46960, 46183, 46960, 46184, 46183, 46182, 46185, 46185, 46183, 46191, 46901, 46183, 46190, 46184, 46184, 46182, 46184, 46183, 46980, 46183, 46183, 46183, 46184, 46190, 46183, 46184, 46183, 46183, 46183, 46191, 46901, 46190, 46184, 46190, 46182, 46183, 46183, 46183, 46900, 46183, 46183, 46183, 46183, 46184, 46980, 46184, 46184, 46190, 46980, 46183, 46184, 46190, 46183, 46184, 46183, 46183, 46182, 46164, 46980, 46190, 46370, 46184, 46183, 46184, 46183, 46190, 46183, 46930, 46190, 46183, 46184, 46184, 46370, 46183, 46185, 46183, 46184, 46184, 46190, 46988, 46185, 46184, 46183, 46183, 46183, 46184, 46183, 46184, 46183, 46184, 46980, 46183, 46184, 46940, 46185, 46190, 46183, 46183, 46930, 46183, 46184, 46184, 46183, 46183, 46183, 46184, 46940, 46184, 46183, 46185, 46190, 46184, 46185, 46184, 46183, 46184, 46370, 46183, 46182, 46183, 46185, 46185, 46980, 46980, 46980, 46980, 46183, 46182, 46185, 46190, 46980, 46183, 46183, 46183, 46183]",1,661730.0
2142,2023-09-15,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Valencia,16753.0,2,"[46514, 46514]",1,16753.0
2143,2023-09-17,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Valencia,385.0,1,[46514],1,385.0
2148,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Valencia,1324032.0,1490,"[46340, 46600, 46352, 46353, 46354, 46357, 46360, 46367, 46368, 46369, 46370, 46380, 46900, 46901, 46388, 46390, 46392, 46393, 46394, 46391, 46909, 46160, 46930, 46162, 46164, 46165, 46166, 46167, 46170, 46300, 46176, 46310, 46312, 46313, 46315, 46190, 46191, 46960, 46198]",5,264806.4
2149,2023-05-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valladolid,1923.0,1,[47320],1,1923.0
2167,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valladolid,872600.0,277,"[47491, 47239, 47240, 47510, 47512, 47513, 47130, 47009, 47011, 47140, 47012, 47270, 47152, 47800, 47162, 47420, 47810, 47813, 47691, 47320, 47194, 47195, 47200, 47330, 47209, 47851, 47607, 47480, 47100, 47230]",18,48477.77777777778
2170,2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valladolid,76649.0,26,"[47008, 47270, 47400, 47250, 47160, 47100]",3,25549.666666666668
2173,2023-06-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valladolid,13453.0,5,"[47330, 47491, 47140, 47320, 47132]",3,4484.333333333333
2179,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valladolid,379635.0,131,"[47494, 47239, 47250, 47003, 47004, 47005, 47260, 47007, 47008, 47010, 47011, 47012, 47013, 47014, 47140, 47016, 47151, 47152, 47162, 47420, 47300, 47430, 47186, 47317, 47320, 47194, 47100]",6,63272.5
2181,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valladolid,6795.0,4,"[47193, 47162, 47170, 47007]",2,3397.5
2186,2023-06-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zamora,45793.0,16,"[49700, 49030, 49350, 49192, 49131, 49100, 49359, 49360, 49395, 49622, 49719, 49017, 49530]",5,9158.6
2188,2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zamora,31587.0,9,"[49153, 49155, 49157, 49350, 49800, 49357]",2,15793.5
2194,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zamora,83424.0,24,"[49600, 49026, 49127, 49800, 49005, 49618, 49016, 49622, 49880, 49017, 49850, 49019, 49021, 49022]",6,13904.0
2195,2023-06-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zamora,1879.0,1,[49800],1,1879.0
2196,2023-07-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zamora,408.0,1,[49660],1,408.0
2197,2023-09-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zamora,2475.0,1,[49800],1,2475.0
2199,2023-01-17,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Zamora,3166.0,8,"[49357, 49358, 49359, 49360, 49361, 49394, 49395, 49396]",2,1583.0
2200,2023-01-19,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Zamora,261.0,1,[49394],1,261.0
2201,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Zamora,309.0,1,[49361],1,309.0
2205,2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Zamora,11275.0,22,"[49350, 49321, 49357, 49325, 49327, 49392, 49360, 49395, 49300, 49396, 49591, 49592, 49342]",4,2818.75
2206,2023-04-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,1999.0,1,[50200],1,1999.0
2207,2023-05-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,5185.0,1,[50410],1,5185.0
2208,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,41847.0,3,"[50290, 50290, 50369]",1,41847.0
2210,2023-06-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,40800.0,30,"[50001, 50410, 50300, 50012]",2,20400.0
2212,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,12987.0,8,"[50017, 50214, 50012, 22808, 50300, 50270]",2,6493.5
2218,2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,189005.0,66,"[50784, 50017, 50019, 50022, 50246, 50250, 50670, 50511, 50300, 50770, 50420, 50006, 50136, 50009, 50010, 50011, 50012]",6,31500.833333333332
2219,2023-06-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,2501.0,2,"[50008, 50009]",1,2501.0
2220,2023-06-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,1364.0,1,[50012],1,1364.0
2221,2023-06-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,23034.0,2,"[50410, 50017]",1,23034.0
2229,2023-07-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,78104102.0,3051,"[50690, 50820, 50692, 50057, 50059, 50190, 50194, 50195, 50196, 50430, 50720, 50470, 50344, 50730, 50100, 50614, 50620, 50367, 50640, 50001, 50002, 50003, 50004, 50005, 50006, 50007, 50008, 50009, 50010, 50011, 50012, 50013, 50014, 50015, 50016, 50017, 50018, 50019, 50660, 50021, 50022, 50150, 50139, 50400, 50410, 50670, 50420, 50295, 50297, 50171, 50172, 50173, 50174]",8,9763012.75
2230,2023-08-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,312.0,1,[50017],1,312.0
