,date,disaster,province,total_cost,claims,postal_codes,duration,losses_day
602,2023-01-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,438345.0,99,"[11510, 11519]",3,146115.0
603,2023-01-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,2867.0,1,[11510],1,2867.0
604,2023-01-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,4493.0,2,"[11380, 11380]",1,4493.0
606,2023-02-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,137587.0,56,[11540],2,68793.5
607,2023-02-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,1830.0,1,[11310],1,1830.0
608,2023-05-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,6975.0,2,"[11690, 11311]",1,6975.0
609,2023-05-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,1475.0,1,[11690],1,1475.0
611,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,343876.0,46,"[11520, 11393, 11620, 11400, 11593, 11178, 11180, 11630, 11510, 11639, 11160, 11580, 11550]",2,171938.0
612,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,2102.0,1,[11580],1,2102.0
613,2023-10-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,32094.0,15,"[11540, 11540, 11540, 11540, 11540, 11540, 11540, 11540, 11540, 11550, 11540, 11540, 11540, 11540, 11540]",1,32094.0
615,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,82002.0,21,"[11680, 11203, 11300, 11205, 11140, 11207, 11370, 11500, 11150, 11407, 11408, 11600, 11160]",2,41001.0
617,2023-10-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cadiz,42318.0,6,"[11205, 11370, 11660, 11379, 11540]",2,21159.0
618,2023-01-02,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cadiz,1389.0,1,[11500],1,1389.0
626,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cadiz,4969237.0,5323,"[11520, 11138, 11400, 11401, 11402, 11403, 11404, 11405, 11406, 11407, 11408, 11530, 11540, 11028, 11549, 11550, 11560, 11690, 11311, 11570, 11579, 11580, 11590, 11591, 11592, 11593, 11594, 11595, 11470, 11100, 11500, 11501, 11502, 11510, 11639, 11518, 11519]",8,621154.625
627,2023-09-30,CAUSAS NATURALES/EMBATE DE MAR,Cantabria,2847.0,2,"[39540, 39528]",1,2847.0
628,2023-01-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,3287.0,2,"[39638, 39650]",1,3287.0
636,2023-01-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,2532662.0,755,"[39450, 39460, 39470, 39477, 39479, 39500, 39507, 39509, 39005, 39520, 39011, 39012, 39525, 39528, 39530, 39538, 39540, 39560, 39583, 39592, 39593, 39600, 39608, 39609, 39610, 39619, 39620, 39108, 39110, 39626, 39627, 39638, 39130, 39650, 39140, 39660, 39150, 39670, 39160, 39679, 39170, 39683, 39691, 39180, 39692, 39694, 39697, 39698, 39700, 39192, 39193, 39195, 39708, 39197, 39709, 39715, 39716, 39718, 39719, 39724, 39727, 39730, 39738, 39740, 39750, 39760, 39764, 39766, 39770, 39776, 39780, 39790, 39793, 39794, 39795, 39798, 39806, 39807, 39300, 39815, 39310, 39311, 39312, 39313, 39315, 39316, 39318, 39320, 39840, 39329, 39330, 39340, 39350, 39360, 39400, 39408, 39409]",8,316582.75
637,2023-01-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,8064.0,2,"[39770, 39770]",1,8064.0
638,2023-01-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,190.0,1,[39315],1,190.0
639,2023-02-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,3919.0,1,[39130],1,3919.0
640,2023-02-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,1263.0,1,[39700],1,1263.0
641,2023-02-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,192.0,1,[39197],1,192.0
642,2023-05-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,120.0,1,[39700],1,120.0
643,2023-05-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,37717.0,22,"[39618, 39610, 39610, 39719, 39610, 39610, 39610, 39610, 39724, 39792, 39792, 39792, 39792, 39794, 39792, 39794, 39794, 39610, 39792, 39794, 39794, 39719]",1,37717.0
644,2023-05-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,2027.0,1,[39610],1,2027.0
645,2023-05-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,110.0,1,[39610],1,110.0
646,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,853.0,1,[39010],1,853.0
647,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,3406.0,1,[39687],1,3406.0
650,2023-06-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,33567.0,15,"[39008, 39212, 39600, 39700, 39609, 39610, 39706, 39709]",3,11189.0
653,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,34745.0,18,"[39200, 39400, 39212, 39760, 39408, 39250, 39696, 39700, 39001, 39549, 39007]",3,11581.666666666666
654,2023-06-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,600.0,1,[39212],1,600.0
656,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,7883.0,2,"[39680, 39730]",2,3941.5
657,2023-09-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,4018.0,1,[39706],1,4018.0
660,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,400702.0,113,"[39690, 39692, 39820, 39694, 39313, 39700, 39706, 39195, 39707, 39708, 39709, 39330, 39716, 39724, 39340, 39600, 39477, 39479, 39610, 39120, 39001, 39002, 39003, 39004, 39005, 39006, 39008, 39010, 39650, 39140, 39012, 39794]",3,133567.33333333334
661,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,844.0,1,[39708],1,844.0
663,2023-09-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,2423.0,2,"[39592, 39593]",2,1211.5
665,2023-10-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,7948.0,3,"[39540, 39791]",2,3974.0
666,2023-11-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,4014.0,1,[39012],1,4014.0
667,2023-11-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,6982.0,1,[39190],1,6982.0
668,2023-11-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,776.0,1,[39340],1,776.0
669,2023-12-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cantabria,0.0,1,[39787],1,0.0
670,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,24516.0,32,"[39806, 39555, 39200, 39200, 39200, 39212, 39582, 39200, 39200, 39212, 39212, 39200, 39491, 39806, 39212, 39200, 39200, 39200, 39200, 39200, 39200, 39200, 39587, 39200, 39212, 39685, 39211, 39212, 39212, 39211, 39212, 39587]",1,24516.0
671,2023-01-07,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,3763.0,8,"[39806, 39813, 39812, 39806, 39808, 39813, 39812, 39815]",1,3763.0
681,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,1055017.0,1639,"[39430, 39450, 39470, 39477, 39478, 39479, 39490, 39001, 39002, 39003, 39004, 39005, 39006, 39007, 39008, 39009, 39010, 39011, 39012, 39520, 39530, 39548, 39549, 39560, 39569, 39590, 39600, 39608, 39609, 39610, 39611, 39100, 39612, 39613, 39618, 39619, 39108, 39620, 39110, 39626, 39627, 39630, 39120, 39638, 39639, 39640, 39130, 39649, 39650, 39140, 39660, 39150, 39670, 39160, 39679, 39680, 39170, 39687, 39688, 39690, 39691, 39180, 39692, 39694, 39696, 39698, 39700, 39191, 39192, 39193, 39706, 39195, 39707, 39197, 39710, 39709, 39200, 39715, 39716, 39718, 39719, 39720, 39721, 39210, 39722, 39723, 39724, 39213, 39727, 39212, 39730, 39738, 39740, 39750, 39760, 39761, 39762, 39764, 39766, 39770, 39776, 39777, 39778, 39788, 39790, 39791, 39792, 39793, 39794, 39795, 39796, 39798, 39800, 39806, 39300, 39812, 39813, 39815, 39820, 39310, 39312, 39313, 39314, 39315, 39317, 39318, 39840, 39330, 39849, 39850, 39340, 39860, 39350, 39360, 39418]",10,105501.7
689,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,253554.0,490,"[39430, 39438, 39450, 39451, 39460, 39470, 39477, 39478, 39479, 39491, 39500, 39507, 39509, 39520, 39525, 39527, 39528, 39530, 39538, 39539, 39540, 39547, 39549, 39570, 39584, 39590, 39591, 39592, 39593, 39594, 39612, 39619, 39620, 39626, 39627, 39630, 39120, 39638, 39639, 39649, 39650, 39660, 39670, 39679, 39690, 39691, 39692, 39694, 39696, 39699, 39710, 39200, 39715, 39716, 39718, 39719, 39720, 39210, 39722, 39212, 39213, 39724, 39727, 39728, 39738, 39764, 39792, 39800, 39292, 39806, 39809, 39300, 39812, 39813, 39310, 39311, 39312, 39313, 39314, 39315, 39317, 39318, 39840, 39849, 39340, 39860, 39350, 39360, 39400, 39407, 39408, 39409, 39410, 39418, 39419]",8,31694.25
690,2023-10-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,2616.0,5,"[39293, 39211, 39211, 39211, 39211]",1,2616.0
696,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,1117113.0,1832,"[39438, 39439, 39450, 39451, 39470, 39477, 39478, 39479, 39490, 39491, 39500, 39507, 39509, 39510, 39511, 39513, 39002, 39003, 39004, 39005, 39006, 39007, 39520, 39009, 39008, 39011, 39012, 39525, 39526, 39527, 39528, 39010, 39530, 39538, 39539, 39540, 39547, 39548, 39549, 39550, 39551, 39001, 39554, 39557, 39559, 39560, 39569, 39570, 39577, 39580, 39583, 39586, 39587, 39590, 39591, 39592, 39593, 39594, 39595, 39600, 39608, 39609, 39610, 39611, 39100, 39612, 39613, 39618, 39619, 39620, 39108, 39110, 39626, 39627, 39630, 39120, 39638, 39639, 39130, 39649, 39650, 39140, 39660, 39150, 39670, 39160, 39170, 39685, 39686, 39687, 39690, 39180, 39692, 39694, 39698, 39699, 39700, 39192, 39193, 39706, 39195, 39197, 39709, 39710, 39200, 39715, 39716, 39717, 39718, 39719, 39720, 39210, 39211, 39724, 39213, 39212, 39727, 39728, 39725, 39730, 39722, 39738, 39740, 39230, 39232, 39750, 39760, 39761, 39250, 39762, 39764, 39766, 39770, 39776, 39777, 39778, 39787, 39788, 39790, 39791, 39792, 39793, 39794, 39795, 39798, 39800, 39292, 39805, 39806, 39807, 39808, 39809, 39300, 39812, 39813, 39815, 39820, 39310, 39311, 39312, 39313, 39314, 39315, 39318, 39320, 39840, 39329, 39330, 39849, 39340, 39860, 39350, 39360, 39880, 39400, 39407, 39408, 39409, 39418, 39419, 39420]",6,186185.5
697,2023-12-03,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,1892.0,1,[39577],1,1892.0
698,2023-12-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,85.0,1,[39815],1,85.0
699,2023-02-07,CAUSAS NATURALES/EMBATE DE MAR,Castellon,2768.0,1,[12579],1,2768.0
700,2023-09-03,CAUSAS NATURALES/EMBATE DE MAR,Castellon,833.0,1,[12500],1,833.0
701,2023-01-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,1642.0,1,[12530],1,1642.0
702,2023-02-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,11272.0,1,[12580],1,11272.0
703,2023-05-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,6186.0,5,"[12500, 12500, 12500, 12500, 12500]",1,6186.0
708,2023-05-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,4209965.0,1053,"[12550, 12300, 12560, 12180, 12183, 12190, 12200, 12593, 12594, 12595, 12596, 12100, 12001, 12002, 12003, 12004, 12005, 12006, 12400, 12530, 12540]",5,841993.0
709,2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,4590.0,1,[12200],1,4590.0
710,2023-08-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,14104.0,3,"[12527, 12200, 12527]",1,14104.0
714,2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,505686.0,140,"[12549, 12170, 12560, 12570, 12190, 12192, 12320, 12579, 12580, 12200, 12589, 12593, 12596, 12598, 12599, 12350, 12500, 12001, 12004, 12005, 12006, 12520, 12526, 12530, 12540, 12413]",4,126421.5
715,2023-09-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,3345.0,1,[12190],1,3345.0
717,2023-09-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,1737279.0,169,"[12550, 12520, 12589, 12526, 12527, 12592, 12560, 12530, 12539, 12540, 12190]",2,868639.5
718,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,66970.0,20,"[12580, 12580, 12580, 12580, 12598, 12598, 12180, 12598, 12598, 12580, 12598, 12500, 12580, 12596, 12580, 12580, 12598, 12580, 12580, 12598]",1,66970.0
719,2023-09-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,3615.0,2,"[12520, 12592]",1,3615.0
720,2023-09-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,30202.0,13,"[12200, 12540, 12520, 12400, 12530, 12540, 12530, 12412, 12520, 12412, 12529, 12412, 12549]",1,30202.0
727,2023-01-22,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Castellon,60361.0,42,"[12320, 12513, 12360, 12500, 12318, 12350, 12599, 12510, 12511]",7,8623.0
728,2023-09-12,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Castellon,1869828.0,781,"[12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12520, 12520, 12530, 12530, 12530, 12530, 12520, 12529, 12530, 12520, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12520, 12520, 12530, 12539, 12530, 12530, 12539, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12520, 12530, 12520, 12530, 12526, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12526, 12520, 12530, 12520, 12520, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12529, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12520, 12520, 12539, 12520, 12520, 12539, 12520, 12530, 12530, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12539, 12520, 12520, 12530, 12530, 12520, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12526, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12529, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12520, 12520, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12539, 12530, 12530, 12529, 12530, 12526, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12529, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12539, 12539, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12539, 12539, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12520, 12530, 12530, 12539, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12539, 12520, 12539, 12530, 12530, 12530, 12530, 12526, 12539, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12520, 12530]",1,1869828.0
733,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Castellon,257560.0,419,"[12420, 12165, 12429, 12431, 12179, 12312, 12440, 12318, 12192, 12449, 12194, 12193, 12460, 12100, 12110, 12118, 12119, 12120, 12001, 12002, 12003, 12004, 12005, 12006, 12134, 12132, 12135, 12150]",5,51512.0
734,2023-10-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ceuta,4125.0,1,[51001],1,4125.0
735,2023-01-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,818.0,1,[13116],1,818.0
739,2023-05-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,41922.0,22,"[13249, 13700, 13320, 13740, 13333, 13630]",4,10480.5
744,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,60202.0,36,"[13730, 13700, 13670, 13610, 13195, 13329, 13500, 13279]",5,12040.4
745,2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,1631.0,3,"[13640, 13640, 13640]",1,1631.0
752,2023-09-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,831294.0,354,"[13700, 13580, 13710, 13200, 13329, 13600, 13619, 13620, 13630, 13120, 13249, 13248, 13640, 13260, 13660, 13279, 13170, 13428, 13179]",7,118756.28571428571
753,2023-09-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,1770.0,1,[13700],1,1770.0
758,2023-09-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,87090.0,35,"[13700, 13413, 13190, 13160, 13610, 13260, 13005, 13580, 13270, 13595, 13630]",5,17418.0
759,2023-09-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,5214.0,1,[13700],1,5214.0
760,2023-10-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,459.0,1,[13107],1,459.0
761,2023-09-03,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ciudad Real,555991.0,29,"[13427, 13120, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427]",1,555991.0
762,2023-01-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cordoba,932.0,1,[14710],1,932.0
764,2023-05-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cordoba,19893.0,5,"[14500, 14900]",2,9946.5
768,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cordoba,456694.0,18,"[14400, 14500, 14950, 14470, 14410, 14480]",4,114173.5
769,2023-06-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cordoba,2197.0,2,"[14512, 14500]",1,2197.0
770,2023-09-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cordoba,248.0,1,[14014],1,248.0
773,2023-09-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cordoba,56019.0,13,"[14440, 14540, 14546, 14548, 14550, 14520, 14298, 14812]",3,18673.0
775,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cordoba,28159.0,12,"[14500, 14440, 14280, 14249, 14445, 14900, 14006, 14011, 14012]",2,14079.5
776,2023-10-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cordoba,7958.0,3,"[14012, 14005, 14400]",1,7958.0
784,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cordoba,8978313.0,8112,"[14850, 14857, 14858, 14859, 14350, 14930, 14420, 14940, 14430, 14439, 14440, 14450, 14470, 14001, 14002, 14003, 14004, 14005, 14006, 14007, 14008, 14009, 14010, 14011, 14012, 14013, 14014, 14520, 14016, 14017, 14530, 14021, 14540, 14029, 14546, 14547, 14548, 14549, 14550, 14071, 14080, 14610, 14100, 14620, 14110, 14111, 14112, 14113, 14115, 14120, 14129, 14130, 14650, 14140, 14659, 14660, 14150, 14700, 14190, 14191, 14192, 14193, 14709, 14710, 14711, 14719, 14720, 14210, 14729, 14730, 14739, 14740, 14300, 14820, 14310, 14830, 14320, 14840]",8,1122289.125
787,2023-05-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,118790.0,29,"[16400, 16260, 16269, 16630]",3,39596.666666666664
790,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,12000.0,7,"[16433, 16002, 16555, 16460]",3,4000.0
794,2023-06-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,273585.0,86,"[16193, 16001, 16002, 16003, 16004, 16194, 16460, 16145, 16123, 16316, 16191]",4,68396.25
795,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,995.0,1,[16161],1,995.0
796,2023-06-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,2569.0,1,[16311],1,2569.0
797,2023-07-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,5374.0,1,[16290],1,5374.0
798,2023-07-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,1038.0,1,[16004],1,1038.0
799,2023-08-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,785.0,1,[16200],1,785.0
805,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,2967331.0,341,"[16640, 16001, 16770, 16004, 16647, 16779, 16780, 16400, 16660, 16412, 16413, 16414, 16415, 16432, 16433, 16195, 16200, 16470, 16600, 16216, 16730, 16100, 16235, 16620, 16114, 16500, 16630, 16120, 16122, 16638]",6,494555.1666666667
812,2023-09-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,42508.0,19,"[16001, 16004, 16647, 16200, 16235, 16620, 16237, 16813, 16400, 16660, 16730]",7,6072.571428571428
814,2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,3551954.0,273,"[16610, 16611, 16708, 16709, 16230, 16200, 16235, 16620, 16237, 16460, 16813, 16236, 16433, 16500, 16280, 16251, 16600]",2,1775977.0
